mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_logreg__max_iter,param_logreg__solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,label,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score
1.3622003316879272,0.08852263317973809,0.006597137451171875,0.0035824447693421847,10000,liblinear,"{'logreg__max_iter': 10000, 'logreg__solver': 'liblinear'}",0.4990138067061144,0.508629191321499,0.5059171597633136,0.5084812623274162,0.006483048993774963,7,Dropped,0.5172583826429981,0.5071499013806706,0.522189349112426,0.5113412228796844,0.5044378698224852,0.5041913214990138,0.5046844181459567
5.827703952789307,0.4534071522854691,0.005196857452392578,0.0008729406217465166,10000,newton-cg,"{'logreg__max_iter': 10000, 'logreg__solver': 'newton-cg'}",0.5231755424063116,0.5273668639053254,0.5253944773175543,0.5282544378698224,0.007071425415113084,1,Dropped,0.5318047337278107,0.5325443786982249,0.540680473372781,0.5369822485207101,0.514792899408284,0.5249013806706114,0.5249013806706114
4.241803860664367,0.15006144981175554,0.012996673583984375,0.010861542727054934,100,lbfgs,"{'logreg__max_iter': 100, 'logreg__solver': 'lbfgs'}",0.5296,0.5238,0.5294,0.52946,0.00695301373506481,1,Filled,0.5326,0.5294,0.546,0.5334,0.5198,0.5218,0.5288
1.8532002210617065,0.05209567230572424,0.008898043632507324,0.0067401174495347604,100,liblinear,"{'logreg__max_iter': 100, 'logreg__solver': 'liblinear'}",0.5022,0.5074,0.5068,0.50888,0.00589182484464703,7,Filled,0.516,0.5062,0.5224,0.5056,0.5094,0.5024,0.5104
8.473728942871094,0.4796964943538429,0.006496024131774902,0.001626726782041016,100,newton-cg,"{'logreg__max_iter': 100, 'logreg__solver': 'newton-cg'}",0.5296,0.5234,0.5294,0.52938,0.0070424143587267075,4,Filled,0.5326,0.5294,0.546,0.5334,0.5194,0.5218,0.5288
4.189801812171936,0.23540206770844022,0.006797504425048828,0.0031210858676796586,1000,lbfgs,"{'logreg__max_iter': 1000, 'logreg__solver': 'lbfgs'}",0.5296,0.5238,0.5294,0.52946,0.00695301373506481,1,Filled,0.5326,0.5294,0.546,0.5334,0.5198,0.5218,0.5288
1.7294075727462768,0.03383246755325968,0.007795310020446778,0.0032749706326259957,1000,liblinear,"{'logreg__max_iter': 1000, 'logreg__solver': 'liblinear'}",0.5022,0.5074,0.5068,0.50888,0.00589182484464703,7,Filled,0.516,0.5062,0.5224,0.5056,0.5094,0.5024,0.5104
7.664902758598328,1.3042544661227349,0.0059003114700317385,0.000538594916366624,1000,newton-cg,"{'logreg__max_iter': 1000, 'logreg__solver': 'newton-cg'}",0.5296,0.5234,0.5294,0.52938,0.0070424143587267075,4,Filled,0.5326,0.5294,0.546,0.5334,0.5194,0.5218,0.5288
3.4343142032623293,0.19736789518339326,0.00630037784576416,0.0008994509623962872,10000,lbfgs,"{'logreg__max_iter': 10000, 'logreg__solver': 'lbfgs'}",0.5296,0.5238,0.5294,0.52946,0.00695301373506481,1,Filled,0.5326,0.5294,0.546,0.5334,0.5198,0.5218,0.5288
1.4557040691375733,0.0751074667473906,0.006402587890625,0.0011942524051465786,10000,liblinear,"{'logreg__max_iter': 10000, 'logreg__solver': 'liblinear'}",0.5022,0.5074,0.5068,0.50888,0.00589182484464703,7,Filled,0.516,0.5062,0.5224,0.5056,0.5094,0.5024,0.5104
7.265497088432312,0.707348451362075,0.006303572654724121,0.0006377020332056177,10000,newton-cg,"{'logreg__max_iter': 10000, 'logreg__solver': 'newton-cg'}",0.5296,0.5234,0.5294,0.52938,0.0070424143587267075,4,Filled,0.5326,0.5294,0.546,0.5334,0.5194,0.5218,0.5288
